SAMPLE,STATION,SAMPLEDATE,NRS_CODE,TAXON_NAME,COUNTS,VOLUME_SAMPLED_M3
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Labridae - undifferentiated",4,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Plagiotremus spp.",1,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Callionymidae - undifferentiated",6,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Gobiidae - undifferentiated",4,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Scombridae - undifferentiated",5,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Scomber australasicus",2,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Engyprosopon spp.",2,152.80000000000001
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Sardinops sagax",6,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Engraulis australis",8,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Scorpaenidae - undifferentiated",1,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Platycephalidae - undifferentiated",8,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Serranidae subfam. Anthiinae",3,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Sillago flindersi",1,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Pomatomus saltatrix",5,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Trachurus novaezelandiae",22,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Lutjanidae - undifferentiated",21,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Lethrinus spp.",13,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Pomacentridae - undifferentiated",2,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Labridae - undifferentiated",9,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Pinguipedidae - undifferentiated",1,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Callionymidae - undifferentiated",5,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Gobiidae - undifferentiated",4,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Scombridae - undifferentiated",5,112.1
501,North Stradbroke,2014-10-20 10:45:00,NSI20141020,"Engyprosopon spp.",7,112.1
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Sardinops sagax",2,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Myctophidae - undifferentiated",1,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Platycephalidae - undifferentiated",3,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Trachurus novaezelandiae",6,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Chrysophrys auratus",2,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Lophonectes gallus",1,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Monacanthidae - undifferentiated",5,166.9
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Sardinops sagax",4,180.17
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Platycephalidae - undifferentiated",2,180.17
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Trachurus novaezelandiae",4,180.17
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Lophonectes gallus",1,180.17
518,Port Hacking,2014-09-11 10:13:00,PHB20140911,"Monacanthidae - undifferentiated",3,180.17
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Trachurus novaezelandiae",1,433.12
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Sardinops sagax",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Scorpaenidae - undifferentiated",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Triglidae & Peristediidae - undifferentiated",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Platycephalidae - undifferentiated",5,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Acanthistius spp.",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Trachurus novaezelandiae",7,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Pseudocaranx georgianus",2,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Girella tricuspidata",2,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Labridae - undifferentiated",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Callionymidae - undifferentiated",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Arnoglossus spp.",1,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Pseudorhombus spp.",2,183.03
536,Port Hacking,2014-10-22 09:30:00,PHB20141021,"Monacanthidae - undifferentiated",1,183.03
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Gonostomatidae - undifferentiated",1,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Myctophidae - undifferentiated",4,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Triglidae & Peristediidae - undifferentiated",1,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Trachurus novaezelandiae",1,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Pseudocaranx georgianus",1,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Pomacentridae - undifferentiated",3,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Scombridae - undifferentiated",34,130.6
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Gonostomatidae - undifferentiated",2,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Myctophidae - undifferentiated",3,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Scorpaenidae - undifferentiated",2,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Triglidae & Peristediidae - undifferentiated",1,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Decapterus spp.",2,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Lutjanidae - undifferentiated",1,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Scombridae - undifferentiated",40,113.3
537,North Stradbroke,2014-11-07 10:35:00,NSI20141107,"Engyprosopon spp.",1,113.3
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,""Superclass" Pisces - undifferentiated",1,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Myctophidae - undifferentiated",1,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Holocentridae - undifferentiated",2,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Priacanthidae - undifferentiated",2,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Coryphaena spp.",2,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Lutjanidae - undifferentiated",4,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Lethrinus spp.",1,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Pomacentridae - undifferentiated",1,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Labridae - undifferentiated",1,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Microdesmidae - undifferentiated",2,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Scombridae - undifferentiated",34,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Grammatobothus spp.",2,153.1
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Myctophidae - undifferentiated",1,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Priacanthidae - undifferentiated",3,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Lutjanidae - undifferentiated",4,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Mullidae - undifferentiated",2,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Chaetodontidae - undifferentiated",1,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Pomacentridae - undifferentiated",1,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Gobiidae - undifferentiated",1,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Scombridae - undifferentiated",41,153
538,North Stradbroke,2014-12-23 10:35:00,NSI20141223,"Grammatobothus spp.",1,153
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,""Superclass" Pisces - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Gonostomatidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Holocentridae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Scorpaenidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Priacanthidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Carangidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Lutjanidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Mullidae - undifferentiated",14,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Chaetodontidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Callionymidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Gobiidae - undifferentiated",1,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Scombridae - undifferentiated",12,129.5
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,""Superclass" Pisces - undifferentiated",2,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Myctophidae - undifferentiated",1,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Scorpaenidae - undifferentiated",5,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Serranidae subfam. Anthiinae",1,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Serranidae subfam. Epinephelinae",1,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Priacanthidae - undifferentiated",1,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Carangidae - undifferentiated",2,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Lutjanidae - undifferentiated",5,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Mullidae - undifferentiated",2,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Chaetodontidae - undifferentiated",2,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Sphyraena spp.",2,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Labridae - undifferentiated",3,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Gobiidae - undifferentiated",1,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Microdesmidae - undifferentiated",1,118.2
540,North Stradbroke,2015-01-19 10:35:00,NSI20150119,"Scombridae - undifferentiated",11,118.2
541,Maria Island,2014-11-28 09:30:00,MAI20141127,""Superclass" Pisces - undifferentiated",2,483
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Myctophidae - undifferentiated",1,483
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Helicolenus spp.",2,483
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Chironemus spp.",9,483
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Labridae - undifferentiated",13,483
541,Maria Island,2014-11-28 09:30:00,MAI20141127,""Superclass" Pisces - undifferentiated",1,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Myctophidae - undifferentiated",1,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Stigmatopora nigra",2,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Scorpaenidae - undifferentiated",8,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Lepidotrigla papilio",1,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Chironemus spp.",5,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Labridae - undifferentiated",5,481.7
541,Maria Island,2014-11-28 09:30:00,MAI20141127,"Monacanthidae - undifferentiated",1,481.7
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Trachurus declivis",1,369.4
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Labridae - undifferentiated",1,369.4
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Monacanthidae - undifferentiated",1,369.4
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Engraulis australis",4,485.6
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Myctophidae - undifferentiated",1,485.6
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Aulotrachichthys spp.",1,485.6
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Helicolenus spp.",2,485.6
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Platycephalidae - undifferentiated",1,485.6
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Latridae - undifferentiated",1,485.6
543,Maria Island,2014-12-09 10:05:00,MAI20141208,"Bothidae - undifferentiated",1,485.6
546,Kangaroo Island,2014-10-29 11:00:00,KAI20141029,"Sardinops sagax",9,91.037149389999996
546,Kangaroo Island,2014-10-29 11:00:00,KAI20141029,"Scorpaenidae - undifferentiated",1,91.037149389999996
546,Kangaroo Island,2014-10-29 11:00:00,KAI20141029,"Serranidae subfam. Anthiinae",1,91.037149389999996
546,Kangaroo Island,2014-10-29 11:00:00,KAI20141029,"Carangidae - undifferentiated",2,91.037149389999996
546,Kangaroo Island,2014-10-29 11:00:00,KAI20141029,"Callionymidae - undifferentiated",1,91.037149389999996
546,Kangaroo Island,2014-10-29 11:00:00,KAI20141029,"Sardinops sagax",12,106.11851299999999
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Sardinops sagax",4,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Scorpaenidae - undifferentiated",1,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Triglidae & Peristediidae - undifferentiated",2,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Carangidae - undifferentiated",4,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Mullidae - undifferentiated",22,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Labridae - undifferentiated",1,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Tripterygiidae - undifferentiated",1,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Trichiuridae - undifferentiated",1,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Scomber australasicus",41,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Monacanthidae - undifferentiated",2,198.97030570000001
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,""Superclass" Pisces - undifferentiated",10,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Sardinops sagax",11,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Triglidae & Peristediidae - undifferentiated",1,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Carangidae - undifferentiated",1,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Mullidae - undifferentiated",84,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Labridae - undifferentiated",1,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Tripterygiidae - undifferentiated",14,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Scomber australasicus",26,266.37134429999998
547,Kangaroo Island,2014-12-02 06:05:00,KAI20141201,"Monacanthidae - undifferentiated",2,266.37134429999998
562,Maria Island,2015-02-25 10:20:00,MAI20150224,""Superclass" Pisces - undifferentiated",2,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Sardinops sagax",5,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Engraulis australis",64,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Gaidropsarus spp.",1,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Aulotrachichthys spp.",3,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Lepidotrigla papilio",65,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Platycephalidae - undifferentiated",1,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Sillago flindersi",54,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Trachurus declivis",262,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Chrysophrys auratus",1,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Mugilidae - undifferentiated",2,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Callionymidae - undifferentiated",1,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Thyrsites atun",2,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Lophonectes gallus",122,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Monacanthidae - undifferentiated",7,317
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Sardinops sagax",12,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Engraulis australis",68,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Trachichthyidae - undifferentiated",3,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Aulotrachichthys spp.",6,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Neosebastes spp.",2,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Lepidotrigla papilio",61,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Sillago flindersi",57,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Trachurus declivis",193,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Labridae - undifferentiated",1,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Callionymidae - undifferentiated",1,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Thyrsites atun",2,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Seriolella spp.",1,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Lophonectes gallus",223,330.9
562,Maria Island,2015-02-25 10:20:00,MAI20150224,"Monacanthidae - undifferentiated",5,330.9
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,""Superclass" Pisces - undifferentiated",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Engraulis australis",4,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Gonostomatidae - undifferentiated",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Antigonia spp.",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Pomatomus saltatrix",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Carangidae - undifferentiated",6,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Lutjanidae - undifferentiated",4,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Lethrinus spp.",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Chaetodontidae - undifferentiated",5,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Sphyraena spp.",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Labridae - undifferentiated",2,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Plagiotremus spp.",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Callionymidae - undifferentiated",7,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Gobiidae - undifferentiated",1,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Scombridae - undifferentiated",4,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Balistidae - undifferentiated",2,120.8
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,""Superclass" Pisces - undifferentiated",6,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Gonostomatidae - undifferentiated",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Myctophidae - undifferentiated",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Holocentridae - undifferentiated",11,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Antigonia spp.",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Dactyloptena spp.",2,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Apogonidae - undifferentiated",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Sillago flindersi",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Pomatomus saltatrix",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Carangidae - undifferentiated",2,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Lutjanidae - undifferentiated",3,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Nemipteridae - undifferentiated",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Lethrinus spp.",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Mullidae - undifferentiated",3,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Chaetodontidae - undifferentiated",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Pomacentridae - undifferentiated",1,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Labridae - undifferentiated",2,183.3
563,North Stradbroke,2015-03-04 10:30:00,NSI20150304,"Callionymidae - undifferentiated",5,183.3
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Engraulis australis",8,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Gonostomatidae - undifferentiated",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Myctophidae - undifferentiated",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Triglidae & Peristediidae - undifferentiated",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Platycephalidae - undifferentiated",5,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Serranidae subfam. Anthiinae",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Trachurus novaezelandiae",2,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Lutjanidae - undifferentiated",6,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Nemipteridae - undifferentiated",2,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Gerres subfasciatus",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Haemulidae - undifferentiated",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Lethrinus spp.",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Sphyraena spp.",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Labridae - undifferentiated",2,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Creedia spp.",1,129.5
564,North Stradbroke,2015-03-23 11:40:00,NSI20150323,"Callionymidae - undifferentiated",4,129.5
