TRIP_CODE,SAMPLEDEPTH_M,SAMPLE_DATE_LOCAL,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
PHB20120311,WC,2012-03-12 09:09:00,0.029,0,0.037,0.006,,0,0,0.024,0,0.019,0.034,0.005,0,0.005,0.004,0.062,0,0,0.015,0,0,0.005,0,0,0.007,0.003,0,0,0,0.051,0.051,0,0.308,0.308,0,0,0,0,,,0.01,0,2,used station start time
NSI20100322,WC,2010-03-23 09:15:00,0.014,0,0,0.02,,0,0,0,0,0.016,0.064,0,0,0,0,0.025,0,0,0.009,0,0,0,0,0,0.052,0,0,0,0,0.019,0.019,0.02,0.323,0.343,0,0,0,0,,,0.028,0,2,station start time used
MAI20120524,WC,2012-05-24 13:20:00,0.029,0,0.046,0.003,,0,0,0.007,0,0.024,0.024,0.014,0,0.025,0.009,0.047,0,0,0.008,0,0,0.022,0,0,0.014,0.003,0,0,0,0.112,0.112,0.004,0.373,0.377,0,0,0,0,,,0.02,0,2,WC  time estimate
NSI20100618,WC,2010-06-18 12:30:00,0.058,0,0,0,,0.288,0,0,0,0.029,0.165,0.004,0,0.007,0.001,0.063,0.004,0,0.021,0,0,0.004,0,0.005,0.026,0,0,0,0,0.034,0.034,0.011,0.305,0.316,0,0,0,0,,,0.016,0,2,station start time used
ESP20110120,WC,2011-01-20 08:50:00,0.04,0,0.04,0,,0.034,0,0.009,0,0.027,0.096,0.005,0,0.012,0.003,0.045,0.009,0,0.018,0,0.003,0.005,0,0.006,0.043,0,0,0,0,0.035,0.035,0.021,0.296,0.317,0,0,0,0,,,0.011,0,2,station start time used
MAI20120222,WC,2012-02-22 12:40:00,0.073,0,0.09,0.014,,0,0,0.007,0,0.047,0.094,0.032,0,0.084,0.021,0.096,0,0,0.028,0,0.008,0.033,0,0,0.076,0,0,0,0,0.29,0.29,0.031,0.802,0.833,0,0,0,0,,,0.044,0,1,
KAI20120215,WC,2012-02-15 12:05:00,0.042,0,0.043,0.008,,0,0,0.023,0,0.029,0.056,0,0,0,0.002,0.046,0,0,0.02,0,0,0,0,0,0.031,0,0,0,0,0.023,0.023,0.012,0.277,0.289,0,0,0,0,,,0.013,0,1,
YON20110720,WC,2011-07-20 12:47:00,0.011,0,0.011,0,,0.009,0,0,0,0.013,0.017,0,0,0,0.002,0.024,0,0,0.009,0,0,0,0,0,0.06,0,0,0,0,0.006,0.006,0.01,0.145,0.155,0,0,0,0,,,0.012,0,1,
ROT20111221,WC,2011-12-21 16:26:00,0.017,0,0.023,0,,0.017,0,0.006,0,0.017,0.029,0.003,0,0.008,0.003,0.042,0,0,0.013,0,0,0.004,0,0,0.036,0,0,0,0,0.027,0.027,0.008,0.157,0.165,0,0,0,0,,,0.006,0,1,
ESP20090917,WC,2009-09-17 10:25:00,0.013,0,0.025,0.004,,0,0,0.009,0,0.019,0.041,0.006,0,0.013,0.003,0.033,0.004,0,0.014,0,0.004,0.007,0,0.008,0.008,0,0,0,0,0.046,0.046,0,0.237,0.237,0,0,0,0,,,0.006,0,0,
PHB20100609,WC,2010-06-09 10:53:00,0.021,0,0.026,0,,0,0,0.006,0,0.019,0.033,0.006,0,0.012,0.005,0.033,0,0,0.009,0,0,0.011,0,0,0.03,0,0,0,0,0.058,0.058,0.007,0.269,0.276,0,0,0,0,,,0.018,0,1,
ROT20110224,WC,2011-02-24 10:20:00,0.03,0,0.03,0,,0.008,0,0.007,0,0.028,0.042,0.004,0,0.007,0.003,0.056,0,0,0.016,0,0,0.004,0,0,0.039,0,0,0,0.008,0.027,0.035,0.037,0.218,0.255,0,0,0,0,,,0.016,0,2,WQM time used
ROT20110622,WC,2011-06-22 13:16:00,0.028,0,0.04,0,,0.051,0,0.008,0,0.03,0.04,0.005,0,0.013,0.004,0.082,0,0,0.017,0,0,0.015,0,0,0.021,0,0,0,0,0.041,0.041,0,0.26,0.26,0,0,0,0,,,0.011,0,2,station end time used
PHB20130514,25,2013-05-15 09:55:00,0.035,0,0.055,0,,0.015,0,0,0,0.016,0.083,0.011,0,0.024,0.009,0.035,0,0,0.014,0,0,0.017,0,0,0.021,0.016,0,0,0,0.098,0.098,0.005,0.452,0.457,0,0,0,0,,,0.019,0,1,
NIN20130509,20,2013-05-09 11:02:00,0.009,0,0.017,0,,0,0,0,0,0.014,0.027,0.001,0,0.004,0,0.014,0,0,0.004,0,0,0,0,0,0.016,0,0,0,0.004,0.022,0.026,0.02,0.136,0.156,0,0,0,0,,,0.008,0,1,
ROT20130321,20,2013-03-21 12:40:00,0.031,0,0.035,0,,0.017,0,0.005,0,0.016,0.048,0.004,0,0.006,0,0.042,0,0,0.018,0,0.003,0.004,0,0.007,0.004,0.004,0,0,0,0.033,0.033,0.018,0.279,0.297,0,0,0,0,,,0.012,0,1,
MAI20130611,20,2013-06-11 12:50:00,0.038,0,0.048,0,,0.007,0,0.006,0,0.036,0.026,0.006,0,0.013,0.005,0.05,0,0,0.012,0,0,0.008,0,0,0.004,0,0,0,0,0.05,0.05,0,0.242,0.242,0,0,0,0,,,0.008,0,2,WC time used
NIN20110706,40,2011-07-06 12:05:00,0.025,0,0.032,0.004,,0,0,0,0,0.021,0.043,0.002,0,0.006,0.001,0.036,0,0,0.008,0,0,0.003,0,0,0.056,0,0,0,0,0.038,0.038,0.049,0.269,0.318,0,0,0,0,,,0.014,0,1,
YON20110414,26,2011-04-14 12:34:00,0.03,0,0.03,0.007,,0,0,0,0,0.008,0.067,0.004,0,0.011,0.002,0.046,0.006,0,0.012,0,0,0,0,0,0.087,0,0,0,0,0.034,0.034,0,0.327,0.327,0,0,0,0,,,0.021,0,1,
MAI20091013,80,2009-10-13 14:20:00,0.034,0,0.053,0.015,,0.006,0.244,0,0,0.005,0.253,0.004,0,0.01,0,0.009,0.004,0,0.027,0,0,0.006,0,0,0,0,0,0,0,0.02,0.02,0,0.634,0.634,0,0,0,0,,,0.018,0,1,
NSI20111220,57,2011-12-21 09:50:00,0.012,0,0.01,0.016,,0,0.092,0.006,0,0.009,0.014,0.016,0,0.012,0.004,0.035,0,0,0.004,0,0.004,0.004,0,0,0.021,0.034,0,0,0,0.076,0.076,0.008,0.22,0.228,0,0,0,0,,,0.01,0,1,
ESP20120229,40,2012-02-29 10:40:00,0.032,0,0.04,0.007,,0,0,0.013,0,0.032,0.057,0.004,0,0.01,0.002,0.069,0.009,0,0.015,0,0,0.005,0,0,0.022,0,0,0,0,0.041,0.041,0.01,0.318,0.328,0,0,0,0,,,0.012,0,1,
ROT20110826,40,2011-08-26 10:55:00,0.013,0,0.03,0,,0.023,0,0.01,0,0.019,0.048,0.006,0,0.014,0.005,0.032,0,0,0.009,0,0,0.013,0,0,0.024,0.004,0,0,0,0.049,0.049,0,0.285,0.285,0,0,0,0,,,0.013,0,1,
MAI20110223,80,2011-02-23 12:15:00,0.021,0,0.016,0.009,,0.008,0,0,0,0.016,0.029,0.011,0,0.026,0.006,0.039,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.075,0.075,0,0.205,0.205,0,0,0,0,,,0.008,0,1,
YON20120615,26,2012-06-15 11:55:00,0.012,0,0.011,0.004,,0,0,0,0,0.008,0.013,0,0,0,0,0.022,0,0,0.004,0,0,0,0,0,0.048,0,0,0,0,0.011,0.011,0,0.175,0.175,0,0,0,0,,,0.011,0,1,
YON20120816,26,2012-08-16 00:15:00,0.015,0,0.017,0,,0,0,0,0,0.011,0.013,0,0,0,0,0.022,0,0,0.005,0,0,0,0,0,0.067,0,0,0,0,0.017,0.017,0.028,0.167,0.195,0,0,0,0,,,0.014,0,1,
ROT20120504,40,2012-05-04 14:08:00,0.065,0,0.055,0,,0.026,0,0,0,0.033,0.104,0.008,0,0.019,0.004,0.103,0.006,0,0.013,0,0,0.012,0,0,0.035,0,0,0,0,0.084,0.084,0.02,0.5,0.52,0,0,0,0,,,0.027,0,1,
NSI20130520,20,2013-05-20 10:25:00,0.042,0,0.039,0,,0.035,0,0,0,0.027,0.041,0.006,0,0.008,0.003,0.052,0.005,0,0.015,0,0.004,0.003,0,0.004,0.046,0.009,0,0,0.002,0.036,0.038,0.027,0.259,0.286,0,0,0,0,,,0.015,0,0,
ROT20100617,20,2010-06-17 15:30:00,0.034,0,0.036,0,,0,0,0,0,0.035,0.048,0.011,0,0.018,0.005,0.083,0.013,0,0.013,0,0,0.016,0,0,0.039,0,0,0,0,0.084,0.084,0.012,0.4,0.412,0,0,0,0,,,0.023,0,1,
NIN20120226,20,2012-02-26 10:40:00,0.059,0,0.065,0.011,,0,0,0.015,0,0.03,0.103,0.01,0,0.019,0.004,0.112,0.008,0,0.024,0,0,0.014,0,0,0.081,0,0,0,0,0.1,0.1,0.061,0.59,0.651,0,0,0,0,,,0.041,0,1,
YON20110414,8,2011-04-14 12:33:00,0.013,0,0.013,0,,0.044,0,0,0,0.004,0.031,0.002,0,0.006,0.002,0.021,0.007,0,0.01,0,0,0,0,0,0.074,0,0,0,0,0.013,0.013,0,0.132,0.132,0,0,0,0,,,0.011,0,1,
MAI20110812,20,2011-08-12 11:00:00,0.021,0,0.03,0.003,,0,0,0,0,0.025,0.057,0.007,0,0.015,0.006,0.042,0,0,0.015,0,0,0.004,0,0,0.006,0,0,0,0,0.045,0.045,0,0.252,0.252,0,0,0,0,,,0.01,0,1,
KAI20110718,20,2011-07-19 09:15:00,0.048,0,0.075,0.007,,0,0,0.008,0,0.055,0.074,0.016,0,0.034,0.007,0.118,0,0,0.02,0,0.006,0.023,0,0.011,0.083,0,0,0,0,0.129,0.129,0.067,0.635,0.702,0,0,0,0,,,0.038,0,1,
DAR20120114_2130,6,2012-01-15 07:25:00,0,0,0.033,0.018,,0,0,0,0,0,0.141,0,0,0.018,0.006,0.018,0,0,0.014,0,0,0.009,0,0,0.116,0,0,0,0,0.054,0.054,0,0.583,0.583,0,0,0,0,,,0.042,0,1,UTC time corrected
ROT20100315,20,2010-03-15 10:40:00,0.02,0,0,0.043,,0,0,0,0,0.018,0.094,0.006,0,0.017,0.006,0.061,0,0,0.024,0,0,0.006,0,0,0.021,0,0,0,0,0.055,0.055,0,0.353,0.353,0,0,0,0,,,0.019,0,1,
ESP20100629,20,2010-06-29 11:10:00,0.036,0,0,0.053,,0,0,0.02,0,0.042,0.054,0.011,0,0.014,0.006,0.087,0.008,0,0.026,0,0,0.019,0,0.004,0.017,0,0,0,0,0.081,0.081,0,0.417,0.417,0,0,0,0,,,0.017,0,0,
NSI20110727,20,2011-07-28 10:00:00,0.026,0,0.039,0,,0.027,0,0,0,0.038,0.05,0,0,0,0,0.065,0,0,0.016,0,0,0,0,0.004,0.055,0,0,0,0,0.024,0.024,0.039,0.25,0.289,0,0,0,0,,,0.01,0,1,
PHB20101213,25,2010-12-14 09:45:00,0.259,0,0.309,0,,0,0.232,0.04,0,0.024,0.976,0.01,0,0.024,0.008,0.014,0.014,0,0.122,0,0,0.031,0,0.013,0.01,0,0,0,0,0.081,0.081,0,1.916,1.916,0,0,0.605,0,,,0.054,0,1,
PHB20110228,25,2011-03-01 10:27:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample not taken
ROT20111020,20,2011-10-20 13:00:00,0.051,0,0.045,0.005,,0,0,0.009,0,0.04,0.045,0.01,0,0.022,0.009,0.099,0,0,0.038,0,0.006,0.008,0,0.005,0.048,0,0,0,0,0.083,0.083,0.033,0.37,0.403,0,0,0,0,,,0.021,0,1,
PHB20100609,25,2010-06-09 11:08:00,0.009,0,0.024,0,,0,0,0,0,0.018,0.035,0.006,0,0.011,0.004,0.029,0,0,0.009,0,0.003,0.009,0,0,0.029,0,0,0,0,0.057,0.057,0.007,0.245,0.252,0,0,0,0,,,0.01,0,1,
YON20110217,8,2011-02-17 11:52:00,0.009,0,0.015,0,,0.036,0,0,0,0.004,0.035,0,0,0,0.002,0.02,0.007,0,0.008,0,0,0,0,0,0.178,0,0,0,0,0.01,0.01,0.006,0.475,0.481,0,0,0,0,,,0.06,0,1,
PHB20100702,25,2010-07-02 11:50:00,0.022,0,0.036,0,,0,0,0,0,0.04,0.058,0.006,0,0.019,0.004,0.078,0,0,0.011,0,0,0.011,0,0,0,0,0,0,0,0.084,0.084,0,0.407,0.407,0,0,0,0,,,0.006,0,1,
MAI20110725,20,2011-07-25 12:15:00,0.051,0,0.066,0.005,,0,0,0.017,0,0.051,0.067,0.013,0,0.034,0.011,0.096,0,0,0.022,0,0,0.022,0,0.004,0.013,0,0,0,0,0.12,0.12,0,0.551,0.551,0,0,0,0,,,0.022,0,2,station start time used
KAI20111115,20,2011-11-15 11:30:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample not taken (WQM out)
MAI20120621,20,2012-06-21 11:00:00,0.028,0,0.032,0.016,,0,0,0.006,0,0.023,0.036,0.01,0,0.017,0.006,0.042,0,0,0.008,0,0,0.011,0,0,0.005,0,0,0,0,0.074,0.074,0,0.326,0.326,0,0,0,0,,,0.013,0,1,
NSI20120511,20,2012-05-11 10:50:00,0.074,0,0.047,0,,0.018,0,0,0,0.015,0.09,0.015,0,0.007,0.004,0.048,0,0,0.011,0,0.006,0,0,0,0.04,0.036,0,0,0,0.063,0.063,0.009,0.425,0.434,0,0,0,0,,,0.015,0,1,
NSI20120912,20,2012-09-12 10:55:00,0.018,0,0.02,0,,0.024,0,0,0,0.007,0.034,0,0,0,0,0.018,0,0,0.006,0,0,0,0,0,0.008,0,0,0,0,0.007,0.007,0,0.097,0.097,0,0,0,0,,,0.003,0,1, Vacuum pump failed – flapper valve broke
ROT20120824,20,2012-08-24 12:15:00,0.042,0,0.054,0,,0.005,0,0.008,0,0.036,0.032,0.006,0,0.013,0.005,0.079,0,0,0.014,0,0,0.008,0,0,0.017,0,0,0,0,0.065,0.065,0,0.354,0.354,0,0,0,0,,,0.011,0,1,
NSI20121114,20,2012-11-14 11:30:00,0.056,0,0.055,0,,0.043,0.06,0.006,0,0.014,0.101,0.002,0,0.001,0,0.024,0,0,0.017,0,0,0,0,0.007,0.027,0,0,0,0.005,0.014,0.019,0.029,0.252,0.281,0,0,0,0,,,0.009,0,1,
YON20121026,8,2012-10-26 11:50:00,0.007,0,0.012,0,,0.005,0,0,0,0.007,0.011,0,0,0,0,0.016,0,0,0.009,0,0,0,0,0,0.041,0,0,0,0,0,0,0.024,0.098,0.122,0,0,0,0,,,0.009,0,1,
NSI20130123,20,2013-01-23 10:40:00,0.016,0,0.032,0,,0.006,0,0,0,0.012,0.015,0,0,0,0,0.026,0,0,0.006,0,0,0,0,0.004,0.064,0,0,0,0.008,0.011,0.019,0.07,0.136,0.206,0,0,0,0,,,0.014,0,1,
YON20130220,8,2013-02-20 11:19:00,0.013,0,0.015,0,,0.004,0,0,0,0.011,0.014,0,0,0,0.002,0.023,0.004,0,0.008,0,0,0,0,0,0.106,0,0,0,0.006,0.011,0.017,0.049,0.164,0.213,0,0,0,0,,,0.022,0,1,
YON20131205,8,2013-12-05 12:13:00,0.026,0,0.03,0,,0.01,0,0,0,0.023,0.024,0.003,0,0.003,0.002,0.048,0.005,0,0.01,0,0.002,0,0,0,0.124,0,0,0,0.01,0.022,0.032,0.09,0.318,0.408,0,0,0,0,,,0.033,0,0,
DAR20140117_2130,6,2014-01-18 21:33:00,0.019,0,0.084,0.078,,0.256,0,0,0,0.011,0.418,0,0,0.017,0,0,0.031,0,0.037,0,0,0.017,0,0,0.065,0,0,0,0,0.035,0.035,0,1.092,1.092,0,0,0,0,,,0.048,0,0,
NSI20121114,57,2012-11-14 11:30:00,0.022,0,0.021,0,,0.006,0,0,0,0.003,0.058,0,0,0,0,0.006,0,0,0.005,0,0,0,0,0,0.002,0,0,0,0,0.008,0.008,0.004,0.131,0.135,0,0,0,0,,,0.003,0,1,
YON20121219,26,2012-12-19 11:05:00,0.017,0,0.024,0,,0.012,0,0.006,0,0.013,0.025,0,0,0,0.002,0.031,0,0,0.009,0,0,0,0,0,0.079,0,0,0,0.009,0.016,0.025,0.055,0.251,0.306,0,0,0,0,,,0.025,0,1,
NSI20130123,57,2013-01-23 10:40:00,0.047,0,0.035,0,,0.009,0,0,0,0.037,0.054,0.002,0,0.003,0,0.027,0,0,0.009,0,0,0,0,0,0.003,0.003,0,0,0.005,0.023,0.028,0.008,0.182,0.19,0,0,0,0,,,0.005,0,1,
YON20130611,26,2013-06-11 14:35:00,0.044,0,0.066,0.01,,0,0,0,0,0.042,0.177,0.005,0,0.016,0.003,0.099,0,0,0.02,0,0,0.003,0,0,0.048,0,0,0,0,0.054,0.054,0,0.656,0.656,0,0,0,0,,,0.03,0,2,winch gauge problems actual depth deeper
DAR20130617_1500,25,2013-06-18 15:00:00,0.019,0,0.035,0.011,,0,0,0,0,0,0.09,0.008,0,0.021,0.005,0.026,0,0,0.014,0,0,0.012,0,0,0.079,0,0,0,0,0.057,0.057,0,0.471,0.471,0,0,0,0,,,0.039,0,1,
ESP20130725,40,2013-07-25 10:50:00,0.023,0,0.067,0,,0.016,0,0.009,0,0.033,0.116,0.01,0,0.023,0.007,0.052,0,0,0.016,0,0.003,0.013,0,0,0.016,0.004,0,0,0,0.07,0.07,0,0.511,0.511,0,0,0,0,,,0.012,0,1,Very concentrated sample – 2hrs to filter mil527 process_date estimated - trip date +30 days
ROT20130221,40,2013-02-21 13:55:00,0.017,0,0.025,0.003,,0,0,0,0,0.008,0.022,0.003,0,0.007,0,0.028,0,0,0.004,0,0.003,0.003,0,0,0.018,0,0,0,0,0.045,0.045,0.006,0.222,0.228,0,0,0,0,,,0.007,0,1,
ROT20130423,40,2013-04-23 11:40:00,0.033,0,0.03,0,,0.006,0.033,0,0,0.029,0.063,0.004,0,0.009,0.003,0.029,0.003,0,0.011,0,0,0,0,0,0.018,0.003,0,0,0,0.034,0.034,0.009,0.239,0.248,0,0,0,0,,,0.012,0,1,
DAR20140702,6,2014-07-03 09:33:00,0,0,0.013,0.008,,0,0,0,0,0,0.046,0,0,0,0,0.005,0,0,0.007,0,0,0.003,0,0,0.015,0,0,0,0,0.009,0.009,0,0.131,0.131,0,0,0,0,,,0.006,0,0,
MAI20140205,20,2014-02-05 12:00:00,0.033,0,0.128,0.01,,0,0,0.142,0,0.018,0.057,0.016,0,0.038,0.021,0.053,,0,0.04,0,0,0.014,0,0.003,0.036,0,0,0,0,0.129,0.129,0,0.72,0.72,0,0,0,0,,,0.029,0,0,
ROT20140122,20,2014-01-22 10:58:00,0.033,0,0.05,0,,0.018,0,0.006,0,0.012,0.119,0.002,0,0.005,0.003,0.048,0.006,0,0.043,0,0.003,0,0,0.008,0.024,0,0,0,0,0.025,0.025,0,0.372,0.372,0,0,0,0,,,0.015,0,0,
NIN20130806,40,2013-08-06 15:05:00,0.041,0,0.038,0,,0.007,0,0.003,0,0.021,0.052,0.008,0,0.016,0.003,0.046,,0,0.007,0,0,0.005,0,0,0.038,0,0,0,0,0.07,0.07,0.024,0.352,0.376,0,0,0,0,,,0.022,0,0,
ROT20131122,WC,,0.016,0,0.026,0,,0.008,0,0.011,0,0.007,0.024,0.003,0,0.007,0.001,0.033,0.003,0,0.019,0,0.003,0.007,0,0.006,0.018,0,0,0,0,0.022,0.022,0.007,0.163,0.17,0,0,0,0,,,0.007,0,0,
